"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"PRIMDXPD","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PRIMDXPD","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","","0","Prodromal Diagnostic Qquestionnaire","","","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"PRODDIAG","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"PRODDIAG","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","PRIMDIAG","8","Most  likely primary diagnosis","CHAR","2","","","","PRIMDIA2","2013-09-14 07:59:41.0"
"PRODDIAG","OTHNEURO","9","Other neurological disorder(s) (specify)","CHAR","50","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","PSLVL2","10","Confidence level-motor signs of PS","CHAR","1","","","","PSLVL2","2013-09-14 07:59:41.0"
"PRODDIAG","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"PRODDIAG","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"QUIPCS","","0","QUIP-Current-Short","","","","","","","2013-09-14 07:59:41.0"
"QUIPCS","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"QUIPCS","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"QUIPCS","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"QUIPCS","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"QUIPCS","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"QUIPCS","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"QUIPCS","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"QUIPCS","PTINBOTH","8","Source of Information","CHAR","1","","","","PTINBOTH","2013-09-14 07:59:41.0"
"QUIPCS","TMGAMBLE","9","Gambling-1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","CNTRLGMB","10","Gambling 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMSEX","11","Sex 1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","CNTRLSEX","12","Sex 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMBUY","13","Buying 1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","CNTRLBUY","14","Buying 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMEAT","15","Eating 1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","CNTRLEAT","16","Eating 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMTORACT","17","Other 1","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMTMTACT","18","Other 2","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMTRWD","19","Other 3","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"QUIPCS","TMDISMED","20","Medication 1","CHAR","1","","","","YNNA","2013-09-14 07:59:41.0"
"QUIPCS","CNTRLDSM","21","Medication 2","CHAR","1","","","","YNNA","2013-09-14 07:59:41.0"
"QUIPCS","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"QUIPCS","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"QUIPCS","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"QUIPCS","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","","0","Randomization table","","","","","","","2013-09-14 07:59:41.0"
"RANDOM","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"RANDOM","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"RANDOM","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"RANDOM","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"RANDOM","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"RANDOM","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"RANDOM","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","ENRSTAFF","8","Person performing enrollment","CHAR","4","","","","","2013-09-14 07:59:41.0"
"RANDOM","ENROLLDT","10","Enrollment Date","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","SUBJINIT","12","Subject Initials","CHAR","3","","","","","2013-09-14 07:59:41.0"
"RANDOM","BIRTHDT","14","Birth Date","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","GENDER","16","Gender","CHAR","1","","","","","2013-09-14 07:59:41.0"
"RANDOM","CONSNTDT","18","Informed consent date","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","INEXOK","20","All incl/excl criteria","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"RANDOM","ENROLLID","21","Enrollment ID","CHAR","5","","","","","2013-09-14 07:59:41.0"
"RANDOM","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"RANDOM","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"RANDOM","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","","0","REM Sleep Disorder Questionnaire","","","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"REMSLEEP","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"REMSLEEP","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","PTCGBOTH","8","Source of Information","CHAR","1","","","","PTCGBOTH","2013-09-14 07:59:41.0"
"REMSLEEP","DRMVIVID","9","Vivid Dreams","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMAGRAC","10","Aggressive or Action-packed dreams","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMNOCTB","11","nocturnal behaviour","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","SLPLMBMV","12","move arms/legs during sleep","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","SLPINJUR","13","hurt bed partner","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMVERBL","14","speaking in sleep","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMFIGHT","15","sudden limb movements","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMUMV","16","complex movements","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMOBJFL","17","things fell down","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","MVAWAKEN","18","my movements awake me","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DRMREMEM","19","remember dreams","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","SLPDSTRB","20","sleep is disturbed","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","STROKE","21","stroke","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","HETRA","22","head trauma","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","PARKISM","23","parkinsonism","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","RLS","24","RLS","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","NARCLPSY","25","narcolepsy","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","DEPRS","26","depression","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","EPILEPSY","27","epilepsy","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","BRNINFM","28","inflammatory disease of the brain","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","CNSOTH","29","other","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"REMSLEEP","CNSOTHCM","30","specify","CHAR","240","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"REMSLEEP","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","","0","SCOPA-AUT","","","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SCOPAAUT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","PTCGBOTH","8","Source of Information","CHAR","1","","","","PTCGBOTH","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU1","9","SCOPA Item 1","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU2","10","SCOPA Item 2","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU3","11","SCOPA Item 3","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU4","12","SCOPA Item 4","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU5","13","SCOPA Item 5","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU6","14","SCOPA Item 6","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU7","15","SCOPA Item 7","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU8","16","SCOPA Item 8","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU9","17","SCOPA Item 9","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU10","18","SCOPA Item 10","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU11","19","SCOPA Item 11","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU12","20","SCOPA Item 12","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU13","21","SCOPA Item 13","NUMBER","1","0","","","SCOPACAT","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU14","22","SCOPA Item 14","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU15","23","SCOPA Item 15","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU16","24","SCOPA Item 16","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU17","25","SCOPA Item 17","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU18","26","SCOPA Item 18","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU19","27","SCOPA Item 19","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU20","28","SCOPA Item 20","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU21","29","SCOPA Item 21","NUMBER","1","0","","","SCOPA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU22","30","SCOPA Item 22","NUMBER","1","0","","","SCOPANA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU23","31","SCOPA Item 23","NUMBER","1","0","","","SCOPANA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU23A","32","SCOPA Item 23a","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU23AT","33","SCOPA Item 23a ED Med","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU24","34","SCOPA Item 24","NUMBER","1","0","","","SCOPANA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU25","35","SCOPA Item 25","NUMBER","1","0","","","SCOPANA","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26A","36","SCOPA Item 26a","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26AT","37","SCOPA Item 26a med","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26B","38","SCOPA Item 26b","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26BT","39","SCOPA Item 26b med","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26C","40","SCOPA Item 26c","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26CT","41","SCOPA Item 26c med","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26D","42","SCOPA Item 26d","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SCOPAAUT","SCAU26DT","43","SCOPA Item 26d med","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SCOPAAUT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","","0","Screening / Demographics","","","","","","","2013-09-14 07:59:41.0"
"SCREEN","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SCREEN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SCREEN","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SCREEN","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SCREEN","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SCREEN","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SCREEN","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","SIGNCNST","8","Signed Consent","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"SCREEN","CONSNTDT","9","Informed consent date","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","APPRDX","10","Appropriate Diagnosis","CHAR","1","","","","APPRDX","2013-09-14 07:59:41.0"
"SCREEN","P3GRP","11","Prodromal group type","CHAR","1","","","","P3GRP","2013-09-14 07:59:41.0"
"SCREEN","BIRTHDT","12","Date of Birth","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","GENDER","13","Gender","CHAR","1","","","","GENDCHP","2013-09-14 07:59:41.0"
"SCREEN","HISPLAT","14","Ethnicity: Is subject Hispanic/Latino","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RAINDALS","15","Identify self as Am Indian/Alaska Native","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RAASIAN","16","Identify self as Asian","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RABLACK","17","Identify self as Black/African American","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RAHAWOPI","18","Identify self as Hawaiian/Other Pacif Is","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RAWHITE","19","Identify self as White","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RANOS","20","Race not specified","CHAR","1","","","","YNUNOTRP","2013-09-14 07:59:41.0"
"SCREEN","RANOSCM","21","Race not specified comments","CHAR","20","","","","","2013-09-14 07:59:41.0"
"SCREEN","PRJENRDT","22","Projected Enrollment Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","REFERRAL","23","Referral source","CHAR","2","","","","REFERRAL","2013-09-14 07:59:41.0"
"SCREEN","REFERNAM","24","Medical Professional referral","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCREEN","DECLINED","25","Declined","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"SCREEN","RSNDEC","26","Reason for Declining","CHAR","2","","","","RSNDEC","2013-09-14 07:59:41.0"
"SCREEN","EXCLUDED","27","Excluded","CHAR","1","","","","CHECKBOX","2013-09-14 07:59:41.0"
"SCREEN","RSNEXC","28","Reason for Exclusion","CHAR","2","","","","RSNEXC","2013-09-14 07:59:41.0"
"SCREEN","COMM","29","Comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SCREEN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SCREEN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SCREEN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SDM","","0","Symbol Digit Modalities","","","","","","","2013-09-14 07:59:41.0"
"SDM","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SDM","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SDM","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SDM","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SDM","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SDM","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SDM","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SDM","SDMTOTAL","8","Symbol Digit Modalities Total Correct","NUMBER","3","0","0","110","","2013-09-14 07:59:41.0"
"SDM","SDMTVRSN","9","SDMT Form Version used","CHAR","1","","","","SDMTVRSN","2013-09-14 07:59:41.0"
"SDM","STAFFCD","10","Examiner","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SDM","COMM","11","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SDM","AGE_ASSESS_SDM","12","Age at Assessment - Symbol Digit","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SDM","DVSD_SDM","13","Derived-Symbol Digit SD","NUMBER","8","3","","","","2013-09-14 07:59:41.0"
"SDM","DVT_SDM","14","Derived-Symbol Digit T-Score","NUMBER","8","3","","","","2013-09-14 07:59:41.0"
"SDM","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SDM","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SDM","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SDM","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SFT","","0","Semantic Fluency","","","","","","","2013-09-14 07:59:41.0"
"SFT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SFT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SFT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SFT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SFT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SFT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SFT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SFT","VLTANIM","8","Total Number of animals","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"SFT","VLTVEG","9","Total Number of vegetable","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"SFT","VLTFRUIT","10","Total Number of fruits","NUMBER","2","0","","","","2013-09-14 07:59:41.0"
"SFT","AGE_ASSESS_SFTANIM","11","Age at Assessment - Sem. Fluency","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SFT","DVS_SFTANIM","12","Derived-Sem. Fluency-Animal Scaled Score","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SFT","DVT_SFTANIM","13","Derived-Sem. Fluency-Animal T-Score","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SFT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SFT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SFT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SFT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SIG","","0","Signature Form","","","","","","","2013-09-14 07:59:41.0"
"SIG","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SIG","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SIG","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SIG","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SIG","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SIG","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SIG","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SIG","VISSTAT","9","Visit completion status","CHAR","1","","","","VISSTAT","2013-09-14 07:59:41.0"
"SIG","VISSTCM","10","Visit completion status comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SIG","VISMSRSN","11","Visit Missed Reason","CHAR","2","","","","VISMSRSN","2013-09-14 07:59:41.0"
"SIG","VISMSCM","12","Visit Missed Reason Comment","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SIG","ASSESCMP","13","Were all assessments for visit completed","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"SIG","LGCMED2","15","Reviewed ConMed -2","CHAR","1","","","","LGCMED","2013-09-14 07:59:41.0"
"SIG","LGAE2","16","Reviewed AE -2","CHAR","1","","","","LGEVENT","2013-09-14 07:59:41.0"
"SIG","LGCONDTN","17","Reviewed Med Conditions","CHAR","1","","","","LGCONDTN","2013-09-14 07:59:41.0"
"SIG","COMM","18","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"SIG","INVSTAFF","20","Investigator Staff Code","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SIG","COSTAFF","21","Coordinator Staff Code","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SIG","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SIG","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SIG","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SIG","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","","0","Site Transfer Form","","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SITEXFER","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"SITEXFER","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"SITEXFER","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"SITEXFER","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SITEXFER","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"SITEXFER","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","RECNSTDT","8","Date of re-consent","DATE","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","TRANSCNO","9","Transferring site number","CHAR","3","","","","","2013-09-14 07:59:41.0"
"SITEXFER","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"SITEXFER","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"SITEXFER","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"SITE_NAMES","CNO","1","Center Number","CHAR","10","","","","","2013-09-14 07:59:41.0"
"SITE_NAMES","SITE_NAME","2","Center Name","CHAR","2000","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","","0","Socio-Economics","","","","","","","2013-09-14 07:59:41.0"
"SOCIOECO","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"SOCIOECO","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
